Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
24,0.14956855225311602,240,0.19008460036286423,22,1,0.22673012399864786,1,1714,4,0.17006802721088435,58,1,1,0.22804546072229726,3,0.12481426448736999,1555,11585,1,0.16122448979591836,0.10436432637571158,11,3,3,80,1,1,2,3,1,0,0,0,1
47,0.2490974729235817,1093,0.2062780269058296,9,3,0.14686468646864687,1,1716,3,0.17006802721088435,82,1,4,0.17484662576687046,3,0.12481426448736999,12936,24164,7,0.16122448979591836,0.10436432637571158,11,3,3,80,0,25,3,1,23,5,14,10,1
26,0.14956855225311602,390,0.1383975026014568,17,4,0.13577586206896552,1,1718,4,0.17006802721088435,62,1,1,0.23938223937897848,3,0.12481426448736999,2305,6217,1,0.16122448979591836,0.10436432637571158,15,3,3,80,3,3,3,4,3,2,0,2,0
45,0.14956855225311602,1005,0.1383975026014568,28,2,0.24242313209808733,1,1719,4,0.14795918367346939,48,2,4,0.02533683182797013,2,0.2553191489361702,16704,17119,1,0.16122448979591836,0.10436432637571158,11,3,3,80,0,21,2,3,21,6,8,6,0
32,0.2490974729235817,585,0.1383975026014568,10,3,0.14686468646864687,1,1720,1,0.17006802721088435,56,3,1,0.16095890410958943,3,0.12481426448736999,3433,17360,6,0.16122448979591836,0.10436432637571158,13,3,1,80,1,10,3,2,5,2,1,3,0
31,0.14956855225311602,741,0.1383975026014568,2,4,0.14686468646864687,1,1721,2,0.17006802721088435,69,3,1,0.23938223937897848,3,0.12481426448736999,3477,18103,1,0.16122448979591836,0.10436432637571158,14,3,4,80,1,6,2,4,5,2,0,3,0
41,0.08000018359368788,552,0.19008460036286423,4,3,0.22673012399864786,1,1722,3,0.17006802721088435,60,1,2,0.22804546072229726,2,0.12481426448736999,6430,20794,6,0.16122448979591836,0.10436432637571158,19,3,2,80,1,10,4,3,3,2,1,2,0
40,0.14956855225311602,369,0.1383975026014568,8,2,0.14686468646864687,1,1724,2,0.14795918367346939,92,3,2,0.06896586105729074,1,0.12481426448736999,6516,5041,2,0.16122448979591836,0.30528846153846156,16,3,2,80,1,18,3,3,1,0,0,0,0
24,0.14956855225311602,506,0.1383975026014568,29,1,0.13577586206896552,1,1725,2,0.17006802721088435,91,3,1,0.23938223937897848,1,0.10091743119266336,3907,3622,1,0.16122448979591836,0.10436432637571158,13,3,2,80,3,6,2,4,6,2,1,2,0
46,0.14956855225311602,717,0.1383975026014568,13,4,0.14686468646864687,1,1727,3,0.17006802721088435,34,3,2,0.06870368828064846,2,0.2553191489361702,5562,9697,6,0.16122448979591836,0.10436432637571158,14,3,4,80,0,19,3,3,10,7,0,9,0
35,0.14956855225311602,1370,0.1383975026014568,27,4,0.14686468646864687,1,1728,4,0.17006802721088435,49,3,2,0.06896586105729074,3,0.12481426448736999,6883,5151,2,0.16122448979591836,0.10436432637571158,16,3,2,80,1,17,3,3,7,7,0,7,0
30,0.14956855225311602,793,0.1383975026014568,16,1,0.14686468646864687,1,1729,2,0.17006802721088435,33,3,1,0.16095890410958943,4,0.12481426448736999,2862,3811,1,0.16122448979591836,0.10436432637571158,12,3,2,80,1,10,2,2,10,0,0,8,0
47,0.08000018359368788,543,0.2062780269058296,2,4,0.22012573203437844,1,1731,3,0.17006802721088435,87,3,2,0.17484662576687046,2,0.12481426448736999,4978,3536,7,0.16122448979591836,0.10436432637571158,11,3,4,80,1,4,3,1,1,0,0,0,0
46,0.14956855225311602,1277,0.2062780269058296,2,3,0.14686468646864687,1,1732,3,0.17006802721088435,74,3,3,0.17484662576687046,4,0.10091743119266336,10368,5596,4,0.16122448979591836,0.30528846153846156,12,3,2,80,1,13,5,2,10,6,0,3,0
36,0.14956855225311602,1456,0.2062780269058296,13,5,0.22012573203437844,1,1733,2,0.17006802721088435,96,2,2,0.17484662576687046,1,0.10091743119266336,6134,8658,5,0.16122448979591836,0.30528846153846156,13,3,2,80,3,16,3,3,2,2,2,2,1
32,0.14956855225311602,964,0.2062780269058296,1,2,0.14686468646864687,1,1734,1,0.17006802721088435,34,1,2,0.17484662576687046,2,0.2553191489361702,6735,12147,6,0.16122448979591836,0.10436432637571158,15,3,2,80,0,10,2,3,0,0,0,0,1
23,0.14956855225311602,160,0.1383975026014568,4,1,0.13577586206896552,1,1735,3,0.14795918367346939,51,3,1,0.23938223937897848,2,0.2553191489361702,3295,12862,1,0.16122448979591836,0.10436432637571158,13,3,3,80,0,3,3,1,3,2,1,2,0
31,0.2490974729235817,163,0.1383975026014568,24,1,0.24242313209808733,1,1736,4,0.14795918367346939,30,3,2,0.06896586105729074,4,0.2553191489361702,5238,6670,2,0.16122448979591836,0.10436432637571158,20,4,4,80,0,9,3,2,5,4,1,4,0
39,0.08000018359368788,792,0.1383975026014568,1,3,0.14686468646864687,1,1737,4,0.17006802721088435,77,3,2,0.23938223937897848,4,0.12481426448736999,6472,8989,1,0.16122448979591836,0.30528846153846156,15,3,4,80,1,9,2,3,9,8,5,8,0
32,0.14956855225311602,371,0.2062780269058296,19,3,0.14686468646864687,1,1739,4,0.17006802721088435,80,1,3,0.17484662576687046,3,0.12481426448736999,9610,3840,3,0.16122448979591836,0.10436432637571158,13,3,3,80,1,10,2,1,4,3,0,2,0
40,0.14956855225311602,611,0.2062780269058296,7,4,0.13577586206896552,1,1740,2,0.17006802721088435,88,3,5,0.04905041685272943,2,0.2553191489361702,19833,4349,1,0.16122448979591836,0.10436432637571158,14,3,2,80,0,21,3,2,21,8,12,8,0
45,0.14956855225311602,176,0.19008460036286423,4,3,0.14686468646864687,1,1744,3,0.14795918367346939,56,1,3,0.22804546072229726,3,0.12481426448736999,9756,6595,4,0.16122448979591836,0.10436432637571158,21,4,3,80,2,9,2,4,5,0,0,3,0
30,0.2490974729235817,1312,0.1383975026014568,2,4,0.24242313209808733,1,1745,4,0.14795918367346939,78,2,1,0.16095890410958943,1,0.2553191489361702,4968,26427,0,0.16122448979591836,0.10436432637571158,16,3,4,80,0,10,2,3,9,7,0,7,0
24,0.2490974729235817,897,0.19008460036286423,10,3,0.13577586206896552,1,1746,1,0.17006802721088435,59,3,1,0.22804546072229726,4,0.12481426448736999,2145,2097,0,0.16122448979591836,0.10436432637571158,14,3,4,80,1,3,2,3,2,2,2,1,0
30,0.2490974729235817,600,0.19008460036286423,8,3,0.22673012399864786,1,1747,3,0.14795918367346939,66,2,1,0.22804546072229726,4,0.10091743119266336,2180,9732,6,0.16122448979591836,0.10436432637571158,11,3,3,80,1,6,0,2,4,2,1,2,1
31,0.14956855225311602,1003,0.2062780269058296,5,3,0.24242313209808733,1,1749,1,0.17006802721088435,51,3,2,0.17484662576687046,3,0.12481426448736999,8346,20943,1,0.16122448979591836,0.10436432637571158,19,3,3,80,1,6,3,3,5,2,0,2,0
27,0.14956855225311602,1054,0.1383975026014568,8,3,0.13577586206896552,1,1751,3,0.14795918367346939,67,3,1,0.16095890410958943,4,0.2553191489361702,3445,6152,1,0.16122448979591836,0.10436432637571158,11,3,3,80,0,6,5,2,6,2,1,4,0
29,0.14956855225311602,428,0.2062780269058296,9,3,0.22012573203437844,1,1752,2,0.14795918367346939,52,1,1,0.3971571172349599,2,0.2553191489361702,2760,14630,1,0.16122448979591836,0.10436432637571158,13,3,3,80,0,2,3,3,2,2,2,2,1
29,0.2490974729235817,461,0.1383975026014568,1,3,0.14686468646864687,1,1753,4,0.17006802721088435,70,4,2,0.06870368828064846,3,0.2553191489361702,6294,23060,8,0.16122448979591836,0.30528846153846156,12,3,4,80,0,10,5,4,3,2,0,2,0
30,0.14956855225311602,979,0.2062780269058296,15,2,0.22012573203437844,1,1754,3,0.17006802721088435,94,2,3,0.17484662576687046,1,0.10091743119266336,7140,3088,2,0.16122448979591836,0.10436432637571158,11,3,1,80,1,12,2,3,7,7,1,7,0
34,0.14956855225311602,181,0.1383975026014568,2,4,0.13577586206896552,1,1755,4,0.17006802721088435,97,4,1,0.16095890410958943,4,0.12481426448736999,2932,5586,0,0.16122448979591836,0.30528846153846156,14,3,1,80,3,6,3,3,5,0,1,2,0
33,0.08000018359368788,1283,0.2062780269058296,2,3,0.22012573203437844,1,1756,4,0.14795918367346939,62,3,2,0.17484662576687046,2,0.2553191489361702,5147,10697,8,0.16122448979591836,0.10436432637571158,15,3,4,80,0,13,2,2,11,7,1,7,0
49,0.14956855225311602,1313,0.2062780269058296,11,4,0.22012573203437844,1,1757,4,0.14795918367346939,80,3,2,0.17484662576687046,4,0.2553191489361702,4507,8191,3,0.16122448979591836,0.10436432637571158,12,3,3,80,0,8,1,4,5,1,0,4,0
33,0.14956855225311602,211,0.2062780269058296,16,3,0.14686468646864687,1,1758,1,0.14795918367346939,74,3,3,0.17484662576687046,1,0.2553191489361702,8564,10092,2,0.16122448979591836,0.30528846153846156,20,4,3,80,0,11,2,2,0,0,0,0,1
38,0.2490974729235817,594,0.1383975026014568,2,2,0.13577586206896552,1,1760,3,0.14795918367346939,75,2,1,0.23938223937897848,2,0.12481426448736999,2468,15963,4,0.16122448979591836,0.10436432637571158,14,3,2,80,1,9,4,2,6,1,0,5,0
31,0.14956855225311602,1079,0.2062780269058296,16,4,0.22012573203437844,1,1761,1,0.17006802721088435,70,3,3,0.17484662576687046,3,0.12481426448736999,8161,19002,2,0.16122448979591836,0.10436432637571158,13,3,1,80,3,10,2,3,1,0,0,0,1
29,0.14956855225311602,590,0.1383975026014568,4,3,0.24242313209808733,1,1762,4,0.14795918367346939,91,2,1,0.16095890410958943,1,0.10091743119266336,2109,10007,1,0.16122448979591836,0.10436432637571158,13,3,3,80,1,1,2,3,1,0,0,0,0
30,0.14956855225311602,305,0.1383975026014568,16,3,0.14686468646864687,1,1763,3,0.17006802721088435,58,4,2,0.06870368828064846,3,0.12481426448736999,5294,9128,3,0.16122448979591836,0.10436432637571158,16,3,3,80,1,10,3,3,7,0,1,7,0
32,0.08000018359368788,953,0.1383975026014568,5,4,0.24242313209808733,1,1764,2,0.17006802721088435,65,3,1,0.16095890410958943,2,0.2553191489361702,2718,17674,2,0.16122448979591836,0.10436432637571158,14,3,2,80,0,12,3,3,7,7,0,7,0
38,0.14956855225311602,833,0.1383975026014568,18,3,0.13577586206896552,1,1766,2,0.17006802721088435,60,1,2,0.06870368828064846,4,0.12481426448736999,5811,24539,3,0.16122448979591836,0.30528846153846156,16,3,3,80,1,15,2,3,1,0,1,0,0
43,0.2490974729235817,807,0.1383975026014568,17,3,0.24242313209808733,1,1767,3,0.17006802721088435,38,2,1,0.16095890410958943,3,0.12481426448736999,2437,15587,9,0.16122448979591836,0.30528846153846156,16,3,4,80,1,6,4,3,1,0,0,0,1
42,0.14956855225311602,855,0.1383975026014568,12,3,0.13577586206896552,1,1768,2,0.17006802721088435,57,3,1,0.23938223937897848,2,0.10091743119266336,2766,8952,8,0.16122448979591836,0.10436432637571158,22,4,2,80,3,7,6,2,5,3,0,4,0
55,0.14956855225311602,478,0.1383975026014568,2,3,0.13577586206896552,1,1770,3,0.17006802721088435,60,2,5,0.02533683182797013,1,0.12481426448736999,19038,19805,8,0.16122448979591836,0.10436432637571158,12,3,2,80,3,34,2,3,1,0,0,0,0
33,0.08000018359368788,775,0.1383975026014568,4,3,0.24242313209808733,1,1771,4,0.17006802721088435,90,3,2,0.16095890410958943,2,0.10091743119266336,3055,6194,5,0.16122448979591836,0.10436432637571158,15,3,4,80,2,11,2,2,9,8,1,7,0
41,0.14956855225311602,548,0.1383975026014568,9,4,0.14686468646864687,1,1772,3,0.17006802721088435,94,3,1,0.23938223937897848,1,0.10091743119266336,2289,20520,1,0.16122448979591836,0.10436432637571158,20,4,2,80,2,5,2,3,5,3,0,4,0
34,0.08000018359368788,1375,0.2062780269058296,10,3,0.14686468646864687,1,1774,4,0.17006802721088435,87,3,2,0.17484662576687046,3,0.10091743119266336,4001,12313,1,0.16122448979591836,0.30528846153846156,14,3,3,80,1,15,3,3,15,14,0,7,0
53,0.08000018359368788,661,0.1383975026014568,1,4,0.13577586206896552,1,1775,1,0.14795918367346939,60,2,4,0.06896586105729074,3,0.12481426448736999,12965,22308,4,0.16122448979591836,0.30528846153846156,20,4,4,80,3,27,2,2,3,2,0,2,0
43,0.14956855225311602,244,0.19008460036286423,2,3,0.14686468646864687,1,1778,2,0.17006802721088435,97,3,1,0.22804546072229726,4,0.2553191489361702,3539,5033,0,0.16122448979591836,0.10436432637571158,13,3,2,80,0,10,5,3,9,7,1,8,0
34,0.14956855225311602,511,0.2062780269058296,3,2,0.14686468646864687,1,1779,4,0.14795918367346939,32,1,2,0.17484662576687046,4,0.2553191489361702,6029,25353,5,0.16122448979591836,0.10436432637571158,12,3,1,80,0,6,3,3,2,2,2,2,0
21,0.14956855225311602,337,0.2062780269058296,7,1,0.22012573203437844,1,1780,2,0.17006802721088435,31,3,1,0.3971571172349599,2,0.2553191489361702,2679,4567,1,0.16122448979591836,0.10436432637571158,13,3,2,80,0,1,3,3,1,0,1,0,1
38,0.14956855225311602,1153,0.1383975026014568,6,2,0.13420118338933018,1,1782,4,0.14795918367346939,40,2,1,0.23938223937897848,3,0.12481426448736999,3702,16376,1,0.16122448979591836,0.10436432637571158,11,3,2,80,1,5,3,3,5,4,0,4,0
22,0.14956855225311602,1294,0.1383975026014568,8,1,0.13577586206896552,1,1783,3,0.14795918367346939,79,3,1,0.23938223937897848,1,0.12481426448736999,2398,15999,1,0.16122448979591836,0.30528846153846156,17,3,3,80,0,1,6,3,1,0,0,0,1
31,0.14956855225311602,196,0.2062780269058296,29,4,0.22012573203437844,1,1784,1,0.14795918367346939,91,2,2,0.17484662576687046,4,0.12481426448736999,5468,13402,1,0.16122448979591836,0.10436432637571158,14,3,1,80,2,13,3,3,12,7,5,7,0
51,0.14956855225311602,942,0.1383975026014568,3,3,0.24242313209808733,1,1786,1,0.14795918367346939,53,3,3,0.04905041685272943,3,0.12481426448736999,13116,22984,2,0.16122448979591836,0.10436432637571158,11,3,4,80,0,15,2,3,2,2,2,2,0
37,0.14956855225311602,589,0.2062780269058296,9,2,0.22012573203437844,1,1787,2,0.17006802721088435,46,2,2,0.17484662576687046,2,0.12481426448736999,4189,8800,1,0.16122448979591836,0.10436432637571158,14,3,1,80,2,5,2,3,5,2,0,3,0
46,0.14956855225311602,734,0.1383975026014568,2,4,0.13577586206896552,1,1789,3,0.17006802721088435,46,3,5,0.02533683182797013,4,0.10091743119266336,19328,14218,7,0.16122448979591836,0.30528846153846156,17,3,3,80,1,24,3,3,2,1,2,2,0
36,0.14956855225311602,1383,0.1383975026014568,10,3,0.14686468646864687,1,1790,4,0.17006802721088435,90,3,3,0.06870368828064846,1,0.12481426448736999,8321,25949,7,0.16122448979591836,0.30528846153846156,13,3,4,80,1,15,1,3,12,8,5,7,0
44,0.2490974729235817,429,0.1383975026014568,1,2,0.13577586206896552,1,1792,3,0.17006802721088435,99,3,1,0.16095890410958943,2,0.10091743119266336,2342,11092,1,0.16122448979591836,0.30528846153846156,12,3,3,80,3,6,2,2,5,3,2,3,1
37,0.14956855225311602,1239,0.19008460036286423,8,2,0.13420118338933018,1,1794,3,0.17006802721088435,89,3,2,0.22804546072229726,2,0.10091743119266336,4071,12832,2,0.16122448979591836,0.10436432637571158,13,3,3,80,0,19,4,2,10,0,4,7,0
35,0.14956855225311602,303,0.2062780269058296,27,3,0.14686468646864687,1,1797,3,0.17006802721088435,84,3,2,0.17484662576687046,4,0.2553191489361702,5813,13492,1,0.16122448979591836,0.30528846153846156,18,3,4,80,0,10,2,3,10,7,7,7,1
33,0.14956855225311602,867,0.1383975026014568,8,4,0.14686468646864687,1,1798,4,0.17006802721088435,90,4,1,0.16095890410958943,1,0.12481426448736999,3143,6076,6,0.16122448979591836,0.10436432637571158,19,3,2,80,1,14,1,3,10,8,7,6,0
28,0.14956855225311602,1181,0.1383975026014568,1,3,0.14686468646864687,1,1799,3,0.17006802721088435,82,3,1,0.16095890410958943,4,0.12481426448736999,2044,5531,1,0.16122448979591836,0.10436432637571158,11,3,3,80,1,5,6,4,5,3,0,3,0
39,0.14956855225311602,1253,0.1383975026014568,10,1,0.13577586206896552,1,1800,3,0.17006802721088435,65,3,3,0.02533683182797013,3,0.2553191489361702,13464,7914,7,0.16122448979591836,0.10436432637571158,21,4,3,80,0,9,3,3,4,3,2,2,0
46,0.08000018359368788,849,0.2062780269058296,26,2,0.14686468646864687,1,1801,2,0.17006802721088435,98,2,2,0.17484662576687046,2,0.2553191489361702,7991,25166,8,0.16122448979591836,0.10436432637571158,15,3,3,80,0,6,3,3,2,2,2,2,0
40,0.14956855225311602,616,0.1383975026014568,2,2,0.14686468646864687,1,1802,3,0.14795918367346939,99,3,1,0.23938223937897848,1,0.12481426448736999,3377,25605,4,0.16122448979591836,0.10436432637571158,17,3,4,80,1,7,5,2,4,3,0,2,0
42,0.14956855225311602,1128,0.1383975026014568,13,3,0.13577586206896552,1,1803,2,0.17006802721088435,95,4,2,0.06870368828064846,1,0.12481426448736999,5538,5696,5,0.16122448979591836,0.10436432637571158,18,3,3,80,2,10,2,2,0,0,0,0,0
35,0.08000018359368788,1180,0.1383975026014568,2,2,0.13577586206896552,1,1804,2,0.17006802721088435,90,3,2,0.06896586105729074,4,0.10091743119266336,5762,24442,2,0.16122448979591836,0.10436432637571158,14,3,3,80,1,15,6,3,7,7,1,7,0
38,0.08000018359368788,1336,0.19008460036286423,2,3,0.22673012399864786,1,1805,1,0.17006802721088435,100,3,1,0.22804546072229726,2,0.10091743119266336,2592,7129,5,0.16122448979591836,0.10436432637571158,13,3,4,80,3,13,3,3,11,10,3,8,0
34,0.2490974729235817,234,0.1383975026014568,9,4,0.14686468646864687,1,1807,4,0.17006802721088435,93,3,2,0.23938223937897848,1,0.12481426448736999,5346,6208,4,0.16122448979591836,0.10436432637571158,17,3,3,80,1,11,3,2,7,1,0,7,1
37,0.14956855225311602,370,0.1383975026014568,10,4,0.13577586206896552,1,1809,4,0.17006802721088435,58,3,2,0.06896586105729074,1,0.2553191489361702,4213,4992,1,0.16122448979591836,0.10436432637571158,15,3,2,80,0,10,4,1,10,3,0,8,1
39,0.2490974729235817,766,0.2062780269058296,20,3,0.14686468646864687,1,1812,3,0.17006802721088435,83,3,2,0.17484662576687046,4,0.10091743119266336,4127,19188,2,0.16122448979591836,0.10436432637571158,18,3,4,80,1,7,6,3,2,1,2,2,0
43,0.08000018359368788,343,0.1383975026014568,9,3,0.14686468646864687,1,1813,1,0.17006802721088435,52,3,1,0.16095890410958943,3,0.2553191489361702,2438,24978,4,0.16122448979591836,0.10436432637571158,13,3,3,80,0,7,2,2,3,2,1,2,0
41,0.14956855225311602,447,0.1383975026014568,5,3,0.14686468646864687,1,1814,2,0.17006802721088435,85,4,2,0.06870368828064846,2,0.2553191489361702,6870,15530,3,0.16122448979591836,0.10436432637571158,12,3,1,80,0,11,3,1,3,2,1,2,0
41,0.14956855225311602,796,0.2062780269058296,4,1,0.22012573203437844,1,1815,3,0.14795918367346939,81,3,3,0.17484662576687046,3,0.10091743119266336,10447,26458,0,0.16122448979591836,0.30528846153846156,13,3,4,80,1,23,3,4,22,14,13,5,0
30,0.14956855225311602,1092,0.1383975026014568,10,3,0.13577586206896552,1,1816,1,0.14795918367346939,64,3,3,0.06896586105729074,3,0.2553191489361702,9667,2739,9,0.16122448979591836,0.10436432637571158,14,3,2,80,0,9,3,3,7,7,0,2,0
26,0.14956855225311602,920,0.19008460036286423,20,2,0.13577586206896552,1,1818,4,0.14795918367346939,69,3,1,0.22804546072229726,2,0.12481426448736999,2148,6889,0,0.16122448979591836,0.30528846153846156,11,3,3,80,0,6,3,3,5,1,1,4,1
46,0.14956855225311602,261,0.1383975026014568,21,2,0.13577586206896552,1,1821,4,0.14795918367346939,66,3,2,0.06870368828064846,2,0.12481426448736999,8926,10842,4,0.16122448979591836,0.10436432637571158,22,4,4,80,1,13,2,4,9,7,3,7,1
40,0.14956855225311602,1194,0.1383975026014568,1,3,0.14686468646864687,1,1822,3,0.14795918367346939,52,3,2,0.06870368828064846,4,0.10091743119266336,6513,9060,4,0.16122448979591836,0.10436432637571158,17,3,4,80,1,12,3,3,5,3,0,3,0
34,0.14956855225311602,810,0.2062780269058296,8,2,0.24242313209808733,1,1823,2,0.17006802721088435,92,4,2,0.17484662576687046,3,0.12481426448736999,6799,22128,1,0.16122448979591836,0.10436432637571158,21,4,3,80,2,10,5,3,10,8,4,8,0
58,0.08000018359368788,350,0.2062780269058296,2,3,0.13577586206896552,1,1824,2,0.17006802721088435,52,3,4,0.04905041685272943,2,0.10091743119266336,16291,22577,4,0.16122448979591836,0.10436432637571158,22,4,4,80,1,37,0,2,16,9,14,14,0
35,0.14956855225311602,185,0.1383975026014568,23,4,0.13577586206896552,1,1826,2,0.17006802721088435,91,1,1,0.23938223937897848,3,0.12481426448736999,2705,9696,0,0.16122448979591836,0.10436432637571158,16,3,2,80,1,6,2,4,5,4,0,3,0
47,0.14956855225311602,1001,0.1383975026014568,4,3,0.14686468646864687,1,1827,3,0.14795918367346939,92,2,3,0.06896586105729074,2,0.10091743119266336,10333,19271,8,0.16122448979591836,0.30528846153846156,12,3,3,80,1,28,4,3,22,11,14,10,0
40,0.14956855225311602,750,0.1383975026014568,12,3,0.14686468646864687,1,1829,2,0.14795918367346939,47,3,2,0.06870368828064846,1,0.10091743119266336,4448,10748,2,0.16122448979591836,0.10436432637571158,12,3,2,80,1,15,3,3,7,4,7,7,0
54,0.14956855225311602,431,0.1383975026014568,7,4,0.13577586206896552,1,1830,4,0.14795918367346939,68,3,2,0.16095890410958943,4,0.12481426448736999,6854,15696,4,0.16122448979591836,0.10436432637571158,15,3,2,80,1,14,2,2,7,1,1,7,0
31,0.2490974729235817,1125,0.2062780269058296,7,4,0.22012573203437844,1,1833,1,0.14795918367346939,68,3,3,0.17484662576687046,1,0.12481426448736999,9637,8277,2,0.16122448979591836,0.10436432637571158,14,3,4,80,2,9,3,3,3,2,2,2,0
28,0.14956855225311602,1217,0.1383975026014568,1,3,0.13577586206896552,1,1834,3,0.14795918367346939,67,3,1,0.16095890410958943,1,0.12481426448736999,3591,12719,1,0.16122448979591836,0.10436432637571158,25,4,3,80,1,3,3,3,3,2,1,2,0
38,0.14956855225311602,723,0.2062780269058296,2,4,0.22012573203437844,1,1835,2,0.14795918367346939,77,1,2,0.3971571172349599,4,0.12481426448736999,5405,4244,2,0.16122448979591836,0.30528846153846156,20,4,1,80,2,20,4,2,4,2,0,3,0
26,0.14956855225311602,572,0.2062780269058296,10,3,0.13577586206896552,1,1836,3,0.17006802721088435,46,3,2,0.17484662576687046,4,0.2553191489361702,4684,9125,1,0.16122448979591836,0.10436432637571158,13,3,1,80,0,5,4,3,5,3,1,2,0
58,0.2490974729235817,1216,0.1383975026014568,15,4,0.14686468646864687,1,1837,1,0.17006802721088435,87,3,4,0.02533683182797013,3,0.12481426448736999,15787,21624,2,0.16122448979591836,0.30528846153846156,14,3,2,80,0,23,3,3,2,2,2,2,0
18,0.08000018359368788,1431,0.1383975026014568,14,3,0.13577586206896552,1,1839,2,0.14795918367346939,33,3,1,0.16095890410958943,3,0.2553191489361702,1514,8018,1,0.16122448979591836,0.10436432637571158,16,3,3,80,0,0,4,1,0,0,0,0,0
31,0.14956855225311602,359,0.19008460036286423,18,5,0.22673012399864786,1,1842,4,0.17006802721088435,89,4,1,0.22804546072229726,1,0.12481426448736999,2956,21495,0,0.16122448979591836,0.10436432637571158,17,3,3,80,0,2,4,3,1,0,0,0,1
29,0.14956855225311602,350,0.19008460036286423,13,3,0.22673012399864786,1,1844,1,0.17006802721088435,56,2,1,0.22804546072229726,1,0.10091743119266336,2335,3157,4,0.16122448979591836,0.30528846153846156,15,3,4,80,3,4,3,3,2,2,2,0,1
45,0.08000018359368788,589,0.2062780269058296,2,4,0.14686468646864687,1,1845,3,0.14795918367346939,67,3,2,0.17484662576687046,3,0.12481426448736999,5154,19665,4,0.16122448979591836,0.10436432637571158,22,4,2,80,2,10,3,4,8,7,5,7,0
36,0.14956855225311602,430,0.1383975026014568,2,4,0.13420118338933018,1,1847,4,0.14795918367346939,73,3,2,0.16095890410958943,2,0.12481426448736999,6962,19573,4,0.16122448979591836,0.30528846153846156,22,4,4,80,1,15,2,3,1,0,0,0,0
43,0.2490974729235817,1422,0.2062780269058296,2,4,0.14686468646864687,1,1849,1,0.17006802721088435,92,3,2,0.17484662576687046,4,0.12481426448736999,5675,19246,1,0.16122448979591836,0.10436432637571158,20,4,3,80,1,7,5,3,7,7,7,7,0
27,0.2490974729235817,1297,0.1383975026014568,5,2,0.14686468646864687,1,1850,4,0.14795918367346939,53,3,1,0.23938223937897848,4,0.2553191489361702,2379,19826,0,0.16122448979591836,0.30528846153846156,14,3,3,80,0,6,3,2,5,4,0,2,0
29,0.2490974729235817,574,0.1383975026014568,20,1,0.13577586206896552,1,1852,4,0.17006802721088435,40,3,1,0.23938223937897848,4,0.12481426448736999,3812,7003,1,0.16122448979591836,0.10436432637571158,13,3,2,80,0,11,3,4,11,8,3,10,0
32,0.2490974729235817,1318,0.2062780269058296,10,4,0.22012573203437844,1,1853,4,0.17006802721088435,79,3,2,0.17484662576687046,4,0.2553191489361702,4648,26075,8,0.16122448979591836,0.10436432637571158,13,3,3,80,0,4,2,4,0,0,0,0,0
42,0.08000018359368788,355,0.1383975026014568,10,4,0.24242313209808733,1,1854,3,0.17006802721088435,38,3,1,0.16095890410958943,3,0.12481426448736999,2936,6161,3,0.16122448979591836,0.10436432637571158,22,4,2,80,2,10,1,2,6,3,3,3,0
47,0.14956855225311602,207,0.1383975026014568,9,4,0.14686468646864687,1,1856,2,0.14795918367346939,64,3,1,0.23938223937897848,3,0.2553191489361702,2105,5411,4,0.16122448979591836,0.10436432637571158,12,3,3,80,0,7,2,3,2,2,2,0,0
46,0.14956855225311602,706,0.1383975026014568,2,2,0.14686468646864687,1,1857,4,0.17006802721088435,82,3,3,0.06896586105729074,4,0.10091743119266336,8578,19989,3,0.16122448979591836,0.10436432637571158,14,3,3,80,1,12,4,2,9,8,4,7,0
28,0.08000018359368788,280,0.19008460036286423,1,2,0.14686468646864687,1,1858,3,0.17006802721088435,43,3,1,0.22804546072229726,4,0.10091743119266336,2706,10494,1,0.16122448979591836,0.10436432637571158,15,3,2,80,1,3,2,3,3,2,2,2,0
29,0.14956855225311602,726,0.1383975026014568,29,1,0.14686468646864687,1,1859,4,0.17006802721088435,93,1,2,0.06870368828064846,3,0.10091743119266336,6384,21143,8,0.16122448979591836,0.10436432637571158,17,3,4,80,2,11,3,3,7,0,1,6,0
42,0.14956855225311602,1142,0.1383975026014568,8,3,0.14686468646864687,1,1860,4,0.17006802721088435,81,3,1,0.23938223937897848,3,0.2553191489361702,3968,13624,4,0.16122448979591836,0.10436432637571158,13,3,4,80,0,8,3,3,0,0,0,0,0
32,0.14956855225311602,414,0.2062780269058296,2,4,0.22012573203437844,1,1862,3,0.17006802721088435,82,2,2,0.17484662576687046,2,0.2553191489361702,9907,26186,7,0.16122448979591836,0.30528846153846156,12,3,3,80,0,7,3,2,2,2,2,2,1
46,0.14956855225311602,1319,0.2062780269058296,3,3,0.24242313209808733,1,1863,1,0.14795918367346939,45,4,4,0.17484662576687046,1,0.10091743119266336,13225,7739,2,0.16122448979591836,0.10436432637571158,12,3,4,80,1,25,5,3,19,17,2,8,0
